<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220927,120000,144.2730000,144.4010000,144.2000000,144.3790000,178501
20220927,130000,144.3890000,144.5030000,144.3100000,144.4350000,161214
20220927,140000,144.4390000,144.4480000,144.2100000,144.2790000,147602
20220927,150000,144.2780000,144.4560000,144.2400000,144.4460000,129499
20220927,160000,144.4460000,144.7200000,144.3500000,144.6990000,214018
20220927,170000,144.7030000,144.7510000,144.4900000,144.6480000,259706
20220927,180000,144.6470000,144.8520000,144.5900000,144.6970000,277501
20220927,190000,144.6970000,144.8350000,144.5400000,144.7130000,203059
20220927,200000,144.7080000,144.8630000,144.6600000,144.8090000,139030
20220927,210000,144.8080000,144.9040000,144.7300000,144.8700000,125787
20220927,220000,144.8730000,144.8930000,144.7000000,144.7340000,105484
20220927,230000,144.7400000,144.8960000,144.7200000,144.8280000,103535
20220928,000000,144.8280000,144.8780000,144.7560000,144.7870000,54073
20220928,010000,144.7530000,144.8200000,144.7330000,144.7930000,18456
20220928,020000,144.7800000,144.8510000,144.7200000,144.7770000,47836
20220928,030000,144.7820000,144.8700000,144.6600000,144.7040000,83959
20220928,040000,144.7050000,144.8070000,144.5700000,144.7380000,127950
20220928,050000,144.7350000,144.8180000,144.3670000,144.7000000,167185
20220928,060000,144.7010000,144.8530000,144.5900000,144.6280000,152858
20220928,070000,144.6250000,144.7080000,144.5600000,144.6950000,109278
20220928,080000,144.7050000,144.7810000,144.6200000,144.6700000,99002
20220928,090000,144.6670000,144.7370000,144.6000000,144.6190000,114133
20220928,100000,144.6130000,144.8230000,144.5500000,144.8050000,152207
20220928,110000,144.7960000,144.8090000,144.4700000,144.5590000,212361
20220928,120000,144.5560000,144.7560000,144.5200000,144.7080000,193509
20220928,130000,144.7030000,144.8010000,144.6500000,144.7660000,158774
20220928,140000,144.7620000,144.8120000,144.4600000,144.6730000,328316
20220928,150000,144.6640000,144.8300000,144.6200000,144.7380000,213110
20220928,160000,144.7470000,144.7580000,144.4700000,144.5900000,272520
20220928,170000,144.5900000,144.6630000,144.2200000,144.4760000,273029
20220928,180000,144.4770000,144.6020000,144.2600000,144.5890000,256788
20220928,190000,144.5880000,144.6240000,144.1300000,144.1560000,204295
20220928,200000,144.1550000,144.3500000,144.0100000,144.2080000,159518
20220928,210000,144.2180000,144.2470000,143.8800000,144.1090000,141370
20220928,220000,144.1040000,144.1830000,143.9100000,143.9550000,98616
20220928,230000,143.9550000,144.1630000,143.9100000,144.0940000,93764
20220929,000000,144.1000000,144.1920000,144.0620000,144.1710000,72929
20220929,010000,144.1180000,144.2270000,144.0020000,144.0950000,56406
20220929,020000,144.0970000,144.2470000,144.0600000,144.2230000,52561
20220929,030000,144.2340000,144.4660000,144.1900000,144.4140000,82613
20220929,040000,144.4130000,144.4590000,144.2100000,144.2700000,145901
20220929,050000,144.2670000,144.3790000,144.1800000,144.2500000,149722
20220929,060000,144.2530000,144.3630000,144.1800000,144.3200000,109050
20220929,070000,144.3260000,144.4230000,144.2800000,144.3990000,91889
20220929,080000,144.4020000,144.5290000,144.3700000,144.4870000,106951
20220929,090000,144.4940000,144.6920000,144.4200000,144.6430000,162559
20220929,100000,144.6430000,144.7350000,144.5700000,144.6990000,209837
20220929,110000,144.6980000,144.8120000,144.4400000,144.6730000,265707
20220929,120000,144.6670000,144.7930000,144.5600000,144.7530000,207553
20220929,130000,144.7590000,144.7990000,144.6000000,144.7080000,193657
20220929,140000,144.7120000,144.7510000,144.6100000,144.6700000,156952
20220929,150000,144.6620000,144.7160000,144.5700000,144.7030000,155966
20220929,160000,144.7020000,144.7810000,144.6000000,144.7120000,232337
20220929,170000,144.7170000,144.7530000,144.4500000,144.5890000,262802
20220929,180000,144.5850000,144.6840000,144.4600000,144.5910000,229386
20220929,190000,144.5860000,144.6340000,144.4000000,144.4490000,176256
20220929,200000,144.4410000,144.5240000,144.2300000,144.5140000,131686
20220929,210000,144.5100000,144.6380000,144.4100000,144.6110000,90130
20220929,220000,144.6110000,144.6210000,144.3200000,144.4030000,96621
20220929,230000,144.4060000,144.4430000,144.3000000,144.4350000,108871
20220930,000000,144.4350000,144.5250000,144.3660000,144.4130000,87312
20220930,010000,144.4110000,144.5050000,144.3520000,144.4540000,27776
20220930,020000,144.4560000,144.4710000,144.2800000,144.4270000,76859
20220930,030000,144.4360000,144.4810000,144.3200000,144.4190000,83406
20220930,040000,144.4190000,144.7460000,144.3700000,144.6660000,145976
20220930,050000,144.6700000,144.7280000,144.5500000,144.6890000,126996
20220930,060000,144.6840000,144.7710000,144.6100000,144.6740000,122946
20220930,070000,144.6730000,144.7510000,144.6100000,144.7340000,93076
20220930,080000,144.7390000,144.7430000,144.4600000,144.5940000,93456
20220930,090000,144.5870000,144.6180000,144.4400000,144.4860000,114714
20220930,100000,144.4760000,144.5890000,144.4100000,144.4770000,178001
20220930,110000,144.4770000,144.4820000,144.2300000,144.3170000,231423
20220930,120000,144.3130000,144.3850000,144.1800000,144.2660000,199098
20220930,130000,144.2730000,144.4460000,144.2200000,144.4290000,141502
20220930,140000,144.4290000,144.5290000,144.3500000,144.4600000,153563
20220930,150000,144.4650000,144.6420000,144.4100000,144.6310000,128624
20220930,160000,144.6290000,144.7620000,144.4100000,144.5310000,229094
20220930,170000,144.5310000,144.6390000,144.4600000,144.5000000,222096
20220930,180000,144.5040000,144.7620000,144.4100000,144.7340000,243927
20220930,190000,144.7470000,144.7940000,144.5600000,144.7080000,181075
20220930,200000,144.7150000,144.7640000,144.6500000,144.7120000,100460
20220930,210000,144.7120000,144.7540000,144.6300000,144.7250000,80645
20220930,220000,144.7200000,144.7880000,144.6800000,144.7750000,83908
20220930,230000,144.7850000,144.8110000,144.6700000,144.7180000,122277
20221001,000000,144.7160000,144.8070000,144.6600000,144.6980000,61546
20221001,010000,144.7290000,144.7290000,144.7290000,144.7290000,1
20221002,220000,144.7100000,144.7100000,144.4930000,144.4950000,74
20221002,230000,144.4950000,144.5290000,144.4900000,144.4990000,86
20221003,000000,144.4990000,144.7320000,144.4990000,144.6700000,58
20221003,010000,144.7120000,144.7140000,144.6310000,144.6720000,2711
20221003,020000,144.6700000,144.7720000,144.6100000,144.7600000,43320
20221003,030000,144.7600000,144.8880000,144.7200000,144.7990000,97959
20221003,040000,144.8040000,144.8640000,144.4800000,144.7810000,116823
20221003,050000,144.7720000,144.8480000,144.7100000,144.7640000,149824
20221003,060000,144.7630000,144.8160000,144.7100000,144.8050000,69121
20221003,070000,144.8050000,144.8660000,144.7600000,144.8350000,80287
20221003,080000,144.8430000,145.3250000,144.6150000,144.9390000,156390
20221003,090000,144.9400000,144.9570000,144.7100000,144.7680000,136161
20221003,100000,144.7620000,145.1350000,144.7300000,144.9940000,159718
20221003,110000,145.0040000,145.0570000,144.8300000,145.0240000,178122
20221003,120000,145.0260000,145.0880000,144.9200000,145.0430000,161821
20221003,130000,145.0440000,145.2160000,145.0100000,145.1330000,124652
20221003,140000,145.1330000,145.1680000,145.0400000,145.1580000,110334
20221003,150000,145.1600000,145.1750000,144.8000000,144.8520000,132046
20221003,160000,144.8470000,144.9570000,144.7400000,144.9290000,177091
20221003,170000,144.9250000,144.9740000,144.7200000,144.8900000,176494
20221003,180000,144.8960000,144.9160000,144.3800000,144.4550000,247354
20221003,190000,144.4640000,144.5140000,144.1300000,144.5010000,183604
20221003,200000,144.4960000,144.6010000,144.3800000,144.5080000,108097
20221003,210000,144.5120000,144.6560000,144.4700000,144.6500000,83695
20221003,220000,144.6540000,144.7500000,144.6000000,144.7310000,92588
20221003,230000,144.7270000,144.7950000,144.6300000,144.6560000,76832
20221004,000000,144.6660000,144.7160000,144.5020000,144.5330000,46639
20221004,010000,144.5330000,144.6200000,144.4730000,144.5650000,18493
20221004,020000,144.5690000,144.6300000,144.4200000,144.5150000,41587
20221004,030000,144.5180000,144.5750000,144.4100000,144.5270000,77642
20221004,040000,144.5240000,144.7560000,144.3900000,144.6860000,123735
20221004,050000,144.6840000,144.8270000,144.6400000,144.8060000,106725
20221004,060000,144.8000000,144.9180000,144.7700000,144.8530000,88701
20221004,070000,144.8500000,144.8940000,144.6400000,144.7200000,134407
20221004,080000,144.7240000,144.8640000,144.7000000,144.8000000,110674
20221004,090000,144.7900000,144.8630000,144.6900000,144.8290000,116003
20221004,100000,144.8240000,144.8710000,144.5900000,144.6810000,154333
20221004,110000,144.6760000,144.7540000,144.4900000,144.6500000,193190
20221004,120000,144.6530000,144.7980000,144.5600000,144.7420000,135018
20221004,130000,144.7350000,144.8160000,144.6600000,144.7540000,128455
20221004,140000,144.7610000,144.7710000,144.5800000,144.7340000,142605
20221004,150000,144.7340000,144.8530000,144.6900000,144.8090000,117562
20221004,160000,144.8130000,144.9360000,144.6300000,144.7050000,176843
20221004,170000,144.7120000,144.8570000,144.6300000,144.6880000,174417
20221004,180000,144.6870000,144.6900000,144.3800000,144.4580000,211781
20221004,190000,144.4590000,144.4640000,144.3400000,144.3940000,19570
